SysConst;AvgTime;Oxygen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;1745050329;3271;122,5;20250419 10:12:08;10:12:08;none;;;;1745050329;-3,88E-06;-0,003884175;0,010455643;399,944;434,0317021;43,67531286;40,24516929;-0,000414714;2,945253581;-0,000414746;-0,000259213;0,003991468;25,00892993;24,8385;3,149190613;70,16267007;2,231997668;3,181175497;0,917192945;0,171292131;26,89809617;1,930292239;29,00367201;0,025746617;-0,004363703;0,010455643;409,0266381;409,0154848;-0,000732398;65,79429636;-0,003884175;22,18586584;22,18011212;7,28E-06;77,20720108;35;9;1;0;53700,44977;RECT-3045-20250416-10_12_13;10304;2,8272;3,53;0,199093484;0,010455643;-;-;0;0;#DIV/0!;0,5;0,021007729;0,010455643;#DIV/0!;1,76E-12;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;5,022766079;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745050329;399,944;399,98;22,1809;22,1873;399,836;21,8734;400,023;100,527;0,100011;25,0079;24,8385;999,9;0;0;10036,9;0;0,221054;-0,0366516;409,016;409,056;-0,0063324;399,98;22,1873;2,22978;2,23042;19,1779;19,1825;0,0500092;0;0;0;12,92;0,0500092;-7,96;0,48;34,812;40,562;37,437;41,125;37,562;0;0;0;121,5999999;0;2,8272;33,28153869;-3,586923078;-3,6248;15;1745049840;10:04:00;1745046648;1745049840;6;-0,021;-0,02;0,108;0,28;400;22;0,45;0,21;0,020386251;-0,104684313;0,025866198;1;-0,000627232;0,000354747;9,27E-05;1;2;2;02/Feb;3,01881;2,775;0,0965683;0,0959166;0,114133;0,113876;23373,9;27293,8;22669,8;27736;29098,6;35078,9;36335,8;44018,9;1,73205;2,2468;0,0829771;0;23,4751;999,9;62,2;27,5;22,807;62,2277;11,278;1;-0,216839;-0,255877;20,2995;5,19842;11,9501;4,9474;3,3;9999;9999;9999;219,6;1,8602;1,86081;1,86163;1,85719;1,8569;1,85792;1,85871;1,85828;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,108;0,3075;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,091546168;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;61,3;8,1;1,05347;2,54639;1,54663;2,24609;1,49658;2,43408;34,0318;24,2013;18;339,035;698,134;24,2551;24,6057;30;24,5896;24,5852;21,1096;9,07829;100;24,2512;400;22,1842;100,284;100,773
28;1745050451;3393,5;138;20250419 10:14:11;10:14:11;none;;;;1745050451;-5,06E-06;-0,005064954;0,225079815;499,872;1151,55065;115,8954629;50,30859635;-0,0005423;2,947828659;-0,000542355;-0,000338967;0,003991468;24,99153483;24,8185;3,145432972;70,19435672;2,230650506;3,177820283;0,914782466;0,223364476;27,28713725;1,956129114;29,47062231;0,058393643;-0,01677458;0,225079815;511,3570353;511,2088606;-0,029538979;65,79429636;-0,005064954;22,19143577;22,1841297;-1,55E-05;77,20720108;34;8;1;0;53779,35095;RECT-3046-20250416-10_14_15;10299,6;1,050384615;2,36;0,554921773;0,225079815;-;-;0;0;#DIV/0!;0,5;0,021007729;0,225079815;#DIV/0!;1,32E-15;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;1,8020558;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745050451;499,872;499,947;22,164;22,1886;499,817;21,876;400,068;100,543;0,0999573;24,9902;24,8185;999,9;0;0;10050;0;0,221054;-0,0747986;511,213;511,292;-0,0050106;499,947;22,1886;2,23041;2,23091;19,1824;19,186;0,0500092;0;0;0;-1,46;0,0500092;-6,13;1,09;34,687;39,25;36,875;39,187;36,937;0;0;0;122;0;1,050384615;-0,385299412;-0,794529784;-2,147692308;15;1745050468;10:14:28;1745046648;1745050468;7;-0,021;-0,02;0,108;0,288;400;22;0,45;0,16;0,05708956;-0,244693728;0,054789069;1;-0,000444526;0,00049707;0,000149634;1;2;2;02/Feb;3,01886;2,77507;0,114144;0,113387;0,114161;0,113899;22919,3;26767;22669,5;27736,2;29097,3;35079,3;36334,8;44019,9;1,7333;2,24643;0,082124;0;23,4692;999,9;62,1;27,6;22,8964;62,1677;11,2099;1;-0,216949;-0,268249;20,2977;5,19857;11,9501;4,94665;3,3;9999;9999;9999;219,6;1,8602;1,86081;1,8616;1,85725;1,8569;1,85791;1,85872;1,85829;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,055;0,288;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,091546168;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;63,4;10,2;1,26221;2,54272;1,54663;2,24487;1,49658;2,42798;34,0318;24,2013;18;339,581;697,796;24,2119;24,6057;30;24,5875;24,5842;25,2887;9,07829;100;24,2184;500;22,2058;100,282;100,775
29;1745050589;3531,5;122,5;20250419 10:16:29;10:16:29;none;;;;1745050589;1,23E-05;0,012340953;0,015788071;599,915;571,8556946;57,55179214;60,37569217;0,001312839;2,940217341;0,001312513;0,00082035;0,003991468;25,00892056;24,8444;3,150299866;70,06082591;2,229315936;3,181972104;0,92098393;-0,544236017;26,58262965;1,91101812;27,95340322;0,078310939;0,009476112;0,015788071;613,5293722;613,4929576;0,001827755;65,80082195;0,012340953;22,13363019;22,15158848;1,84E-05;77,20460508;34;9;1;0;53552,7459;RECT-3047-20250416-10_16_33;10299,9;-0,1572;2,44;1,06442623;0,015788071;-;-;0;0;#DIV/0!;0,5;0,021007729;0,015788071;#DIV/0!;0;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;0,939473279;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745050589;599,915;600,041;22,1513;22,1374;599,909;21,837;399,98;100,54;0,100411;25,0121;24,8444;999,9;0;0;10006,9;0;0,221054;-0,126404;613,505;613,625;0,0138454;600,041;22,1374;2,22709;2,2257;19,1585;19,1485;0,0500092;0;0;0;-3,43;0,0500092;-4;0,68;34,312;39,625;36,812;39,562;37;0;0;0;137,2;0;-0,1572;-14,61615353;1,416153807;-0,9876;15;1745050468;10:14:28;1745046648;1745050468;7;-0,021;-0,02;0,108;0,288;400;22;0,45;0,16;0,039249516;0,070312308;0,086070488;1;0,001347237;-1,95E-05;8,28E-05;1;2;2;02/Feb;3,01875;2,77514;0,130091;0,129245;0,114014;0,113714;22506,5;26288,2;22668,8;27735,6;29102;35086,7;36334;44019,2;1,73248;2,24668;0,0840314;0;23,4638;999,9;61,9;27,6;22,8264;62,1077;11,258;1;-0,216341;-0,0341204;20,3001;5,19378;11,9501;4,9476;3,3;9999;9999;9999;219,6;1,8602;1,8608;1,8616;1,85723;1,85695;1,85791;1,85874;1,85828;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,006;0,3143;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,083506168;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;65,7;2;1,46484;2,53052;1,54663;2,24487;1,49658;2,41943;34,0545;24,2013;18;339,224;698,013;24,3004;24,6057;30;24,5896;24,5842;29,3438;9,36381;100;24,297;600;22,1114;100,279;100,773
30;1745050712;3654;122,5;20250419 10:18:31;10:18:31;none;;;;1745050712;4,05E-06;0,004054068;-0,023061778;500,055;577,3144561;58,10499808;50,32906159;0,0004324;2,945060118;0,000432365;0,000270231;0,003991468;25,00167288;24,8468;3,150751186;70,19302219;2,232271096;3,180189464;0,91848009;-0,178784415;24,75287924;1,776489099;26,3545754;-0,013084762;0,004839764;-0,023061778;511,3463889;511,3990121;-0,002583128;65,80082195;0,004054068;22,1728641;22,17888364;-9,22E-06;77,20460508;34;9;1;0;53696,17331;RECT-3048-20250416-10_18_36;10292,3;4,0928;1,83;-1,236502732;-0,023061778;-;-;0;0;#DIV/0!;0,5;0,021007729;-0,023061778;#DIV/0!;-4,95E-16;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;-0,808732544;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745050712;500,055;500,039;22,1792;22,1721;500;21,864;399,923;100,547;0,100052;25,0027;24,8468;999,9;0;0;10033,8;0;0,221054;0,0161743;511,397;511,377;0,00712204;500,039;22,1721;2,23004;2,22933;19,1798;19,1746;0,0500092;0;0;0;9,31;0,0500092;-6,73;-0,12;35;40,875;37,625;41,562;37,812;0;0;0;121,3999999;0;4,0928;-14,68461524;21,9592307;-5,332;15;1745050468;10:14:28;1745046648;1745050468;7;-0,021;-0,02;0,108;0,288;400;22;0,45;0,16;-0,082071789;0,170911429;0,062824406;1;0,000323115;0,000487285;0,000106869;1;2;2;02/Feb;3,01869;2,77502;0,114177;0,113405;0,11412;0,113844;22917,3;26765,5;22668,3;27735,3;29097,4;35080,6;36333,2;44018,6;1,73258;2,24643;0,0820458;0;23,4988;999,9;61,8;27,6;22,7861;62,0577;11,2861;1;-0,216235;-0,141849;20,2998;5,19857;11,9501;4,9475;3,3;9999;9999;9999;219,7;1,8602;1,86081;1,8616;1,85724;1,85694;1,85791;1,85877;1,85825;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,055;0,3152;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,083506168;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;67,7;4,1;1,26343;2,51831;1,54663;2,24487;1,49658;2,4353;34,0545;24,2101;18;339,281;697,824;24,207;24,6099;30,0002;24,5916;24,5863;25,3162;9,09045;100;24,1954;500;22,1469;100,277;100,772
31;1745050834;3776,5;122,5;20250419 10:20:34;10:20:34;none;;;;1745050834;1,50E-05;0,015011981;-0,142661579;400,183;535,4286438;53,89258763;40,27968553;0,001605068;2,944060328;0,001604582;0,001002908;0,003991468;24,96883194;24,8116;3,144137495;70,17108726;2,227585391;3,174506022;0,916552104;-0,662028374;25,56982106;1,835140839;26,746925;-0,12790611;0,016365305;-0,142661579;409,0155043;409,2392545;-0,000743796;65,80082195;0,015011981;22,1091143;22,13142424;-3,76E-05;77,20460508;34;8;1;0;53672,46663;RECT-3049-20250416-10_20_38;10302,7;3,8952;2,79;-0,396129032;-0,142661579;-;-;0;0;#DIV/0!;0,5;0,021007729;-0,142661579;#DIV/0!;-2,64E-15;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;-2,524429967;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745050834;400,183;400,001;22,1313;22,1073;400,076;21,8178;400,078;100,553;0,100165;24,9727;24,8116;999,9;0;0;10027,5;0;0,221054;0,182617;409,24;409,044;0,0239964;400,001;22,1073;2,22538;2,22297;19,1462;19,1288;0,0500092;0;0;0;11,02;0,0500092;-9,05;0,86;34,125;38,312;36,187;37,875;36,375;0;0;0;121,5999999;0;3,8952;2,681537664;1,496154202;-2,676;15;1745050468;10:14:28;1745046648;1745050468;7;-0,021;-0,02;0,108;0,288;400;22;0,45;0,16;-0,144373303;-0,099374204;0,063295408;1;0,00164408;0,002506894;0,000512038;1;2;2;02/Feb;3,01886;2,77508;0,0966357;0,0959432;0,113956;0,113621;23370,4;27292,9;22668,1;27736;29102,2;35090,1;36332,8;44019,9;1,73293;2,2456;0,0824258;0;23,4573;999,9;61,7;27,6;22,7459;62,2677;11,3221;1;-0,216296;-0,407933;20,2973;5,19827;11,9501;4,9466;3,3;9999;9999;9999;219,7;1,8602;1,86081;1,86157;1,85721;1,85693;1,85791;1,85875;1,85829;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,107;0,3135;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,083506168;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;69,8;6,1;1,05591;2,52808;1,54663;2,24487;1,49658;2,39746;34,0998;24,2013;18;339,448;697,139;24,3068;24,614;30;24,5936;24,5883;21,1618;9,65305;100;24,3153;400;22,0544;100,276;100,775
32;1745050957;3899;122,6;20250419 10:22:36;10:22:36;none;;;;1745050957;8,67E-06;0,008673633;-0,127395062;300,152;515,2348941;51,86546127;30,21441698;0,000921522;2,951801359;0,000921362;0,000575866;0,003991468;25,00478051;24,8361;3,148739489;69,9904515;2,226399635;3,181004818;0,922339854;-0,382507205;27,19660129;1,947352202;28,76543776;-0,115406939;0,009135245;-0,127395062;306,735838;306,9384667;-0,001080933;65,80082195;0,008673633;22,10442557;22,11725091;-1,31E-05;77,20460508;34;9;1;0;53893,13198;RECT-3050-20250416-10_22_41;10296;3,913846154;2,51;-0,559301257;-0,127395062;-;-;0;0;#DIV/0!;0,5;0,021007729;-0,127395062;#DIV/0!;0;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;-1,787945205;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745050957;300,152;299,983;22,1172;22,1038;299,987;21,8041;399,994;100,564;0,0997203;25,007;24,8361;999,9;0;0;10070,6;0;0,221054;0,168823;306,94;306,763;0,0134029;299,983;22,1038;2,22419;2,22284;19,1376;19,1279;0,0500092;0;0;0;10,25;0,0500092;-9,42;0,76;34,5;39,875;37;40;37,125;0;0;0;122;0;3,913846154;-4,847863111;2,543589675;-4,552307692;15;1745050468;10:14:28;1745046648;1745050468;7;-0,021;-0,02;0,108;0,288;400;22;0,45;0,16;-0,12673996;0,088522491;0,049685174;1;0,001380426;-0,001057329;0,000203402;1;2;2;02/Feb;3,01875;2,775;0,0769526;0,076392;0,11392;0,113622;23879,5;27882,5;22668,2;27735,7;29103,6;35089,1;36333,6;44019,3;1,73305;2,24565;0,0820532;0;23,488;999,9;61,7;27,7;22,8774;61,9777;11,3822;1;-0,216382;-0,246163;20,2999;5,19812;11,9501;4,94745;3,3;9999;9999;9999;219,7;1,8602;1,86081;1,86157;1,85722;1,85693;1,85791;1,85872;1,85825;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,165;0,3131;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,083506168;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;71,8;8,1;0,839844;2,53662;1,54663;2,24487;1,49658;2,41699;34,0998;24,2013;18;339,492;697,155;24,2591;24,6099;30;24,5916;24,5863;16,8255;9,65305;100;24,26;300;22,1021;100,278;100,774
33;1745051079;4021,6;139,5;20250419 10:24:39;10:24:39;none;;;;1745051079;6,80E-08;6,80E-05;-0,193286777;200,301;42310,22668;4259,033392;20,16270567;7,29E-06;2,947495642;7,29E-06;4,56E-06;0,003991468;25,00020583;24,8285;3,147311302;70,24717427;2,233660291;3,179715504;0,913651011;-0,002997767;27,28405461;1,956326109;29,24137443;-0,191727442;-0,021201031;-0,193286777;204,5543533;204,8346606;0,0024348;65,80082195;6,80E-05;22,22249815;22,2224897;1,38E-05;77,20460508;34;9;1;0;53768,22577;RECT-3051-20250416-10_24_44;10291,1;4,12;2,19;-0,881278539;-0,193286777;-;-;0;0;#DIV/0!;0,5;0,021007729;-0,193286777;#DIV/0!;8,79E-13;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;-1,134715026;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745051079;200,301;200,007;22,1897;22,2208;200,078;21,9057;399,947;100,562;0,100032;25,0002;24,8285;999,9;0;0;10046,2;0;0,221054;0,294159;204,854;204,553;0,00154305;200,007;22,2208;2,23472;2,23457;19,2134;19,2123;0,0500092;0;0;0;-6,98;0,0500092;-4,33;0,26;35,187;41,062;37,812;41,875;37,937;0;0;0;121,5999999;0;4,12;17,0915386;12,59538461;-5,328;15;1745051098;10:24:57;1745046648;1745051098;8;-0,021;-0,034;0,108;0,284;400;22;0,45;0,19;-0,200408913;-0,06611246;0,03138982;1;-8,62E-05;0,000842046;0,000140991;1;2;2;02/Feb;3,01872;2,7751;0,0545327;0,0541047;0,114291;0,114034;24459;28556,1;22667,9;27736,5;29089,8;35072,5;36332,7;44020,4;1,73255;2,2454;0,0813939;0;23,4912;999,9;61,6;27,7;22,8416;62,1114;11,4784;1;-0,216367;-0,103769;20,2997;5,19782;11,9501;4,94715;3,3;9999;9999;9999;219,8;1,8602;1,86081;1,86161;1,85723;1,85687;1,85791;1,85873;1,85825;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,223;0,284;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,083506168;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;73,9;10,2;0,614014;2,53784;1,54663;2,24487;1,49658;2,41211;34,1225;24,2101;18;339,269;696,939;24,2233;24,6099;30;24,5916;24,5863;12,3148;8,8271;100;24,1862;200;22,2251;100,276;100,776
34;1745051219;4161,1;122,5;20250419 10:26:58;10:26:58;none;;;;1745051219;8,48E-06;0,008476508;-0,181357149;100,273;416,5670886;41,93110835;10,09335145;0,000906462;2,94777595;0,000906307;0,000566456;0,003991468;24,98302869;24,8158;3,14492599;70,15118779;2,228614174;3,176873043;0,916311816;-0,373813996;26,9211322;1,929851042;28,48116071;-0,170245207;0,009338772;-0,181357149;102,2704256;102,5463758;0,000341825;65,79268216;0,008476508;22,12735826;22,13985091;-7,35E-06;77,20789712;34;9;1;0;53779,07024;RECT-3052-20250416-10_27_03;10310,6;3,643846154;3,07;-0,186920571;-0,181357149;-;-;0;0;#DIV/0!;0,5;0,021007729;-0,181357149;#DIV/0!;0;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;-5,349865952;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745051219;100,273;100,019;22,1403;22,1266;99,9897;21,8303;399,942;100,559;0,0997162;24,9852;24,8158;999,9;0;0;10048,1;0;0,221054;0,254318;102,543;102,282;0,0136337;100,019;22,1266;2,22641;2,22504;19,1536;19,1437;0,0500092;0;0;0;-1,47;0,0500092;-4,97;1,12;34;38,5;36,25;38,125;36,5;0;0;0;138,6000001;0;3,643846154;-4,967521986;-4,255042325;-2,568461538;15;1745051098;10:24:57;1745046648;1745051098;8;-0,021;-0,034;0,108;0,284;400;22;0,45;0,19;-0,198658659;0,02182101;0,012919642;1;0,000980453;0,000291036;0,000106465;1;2;2;02/Feb;3,0187;2,77481;0,0287052;0,028493;0,11401;0,113697;25127,6;29330,3;22668,2;27737,2;29099,1;35086,4;36333,4;44021,6;1,7329;2,2449;0,0836998;0;23,4405;999,9;61,5;27,7;22,8072;62,1014;11,2901;1;-0,216928;-0,490223;20,299;5,19573;11,9501;4,947;3,3;9999;9999;9999;219,8;1,8602;1,86081;1,86157;1,8572;1,85688;1,85791;1,85873;1,85824;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,283;0,31;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,087494739;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;76,2;2;0,379639;2,56104;1,54663;2,24487;1,49658;2,40967;34,1452;24,2013;18;339,414;696,479;24,4617;24,6057;30;24,5896;24,5842;7,63381;9,38511;100;24,4686;100;22,1206;100,277;100,779
35;1745051341;4283,6;122,5;20250419 10:29:01;10:29:01;none;;;;1745051341;-5,27E-07;-0,000526905;-0,297053179;50,4574;-8341,114296;-839,6821721;5,079438757;-5,62E-05;2,948598965;-5,62E-05;-3,51E-05;0,003991468;25,00725982;24,8398;3,149434995;70,14102137;2,231202571;3,181023782;0,918232424;0,02323652;26,59482231;1,906367792;28,52841809;-0,297850446;0,001567587;-0,297053179;51,13740919;51,60147212;-0,001234233;65,79268216;-0,000526905;22,16453535;22,16402303;-3,33E-05;77,20789712;34;9;1;0;53799,41366;RECT-3053-20250416-10_29_05;10293,3;3,918;3,39;-0,155752212;-0,297053179;-;-;0;0;#DIV/0!;0,5;0,021007729;-0,297053179;#DIV/0!;-4,44E-13;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;-6,420454545;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745051341;50,4574;50,0106;22,164;22,1617;50,144;21,8531;399,872;100,568;0,0998655;25,0071;24,8398;999,9;0;0;10051,9;0;0,23487;0,446789;51,6011;51,1441;0,00221252;50,0106;22,1617;2,22898;2,22876;19,1722;19,1706;0,0500092;0;0;0;2,88;0,0500092;-1,43;0,7;34,687;40,312;37,25;40,687;37,437;0;0;0;121,8;0;3,918;6,613846245;-15,83153838;-3,6232;15;1745051098;10:24:57;1745046648;1745051098;8;-0,021;-0,034;0,108;0,284;400;22;0,45;0,19;-0,322401028;0,028093386;0,026718685;1;0,000302563;-0,000432589;0,000172742;1;2;2;02/Feb;3,01862;2,77499;0,0146342;0,0144852;0,114105;0,113832;25491,8;29753,4;22668,1;27737,1;29095,2;35080,8;36332,9;44022;1,7326;2,24507;0,0827461;0;23,4803;999,9;61,4;27,7;22,7676;62,0114;11,4383;1;-0,21659;-0,247614;20,2998;5,19752;11,9501;4,9472;3,3;9999;9999;9999;219,8;1,8602;1,86081;1,8616;1,85721;1,85688;1,85791;1,85872;1,85823;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,313;0,3109;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,087494739;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;78,2;4,1;0,263672;2,57202;1,54663;2,24487;1,49658;2,42676;34,1452;24,2013;18;339,268;696,631;24,2468;24,6057;30;24,5875;24,5842;5,3009;9,09808;100;24,2464;50;22,1497;100,276;100,779
36;1745051464;4406,1;122,5;20250419 10:31:03;10:31:03;none;;;;1745051464;1,55E-06;0,001554113;-0,313401053;-0,884621;2991,261815;301,1249067;-0,089053193;0,000166348;2,943673602;0,000166343;0,000103965;0,003991468;24,98932055;24,8275;3,147123425;70,23020374;2,231723127;3,177725548;0,915400299;-0,068536396;25,74103152;1,847977397;27,52446399;-0,324636551;0,001636369;-0,313401053;-1,383350005;-0,90381177;0,000178709;65,79268216;0,001554113;22,16696664;22,16919636;6,34E-06;77,20789712;34;8;1;0;53658,42623;RECT-3054-20250416-10_31_08;10296,8;3,014230769;2,71;-0,112262276;-0,313401053;-;-;0;0;#DIV/0!;0,5;0,021007729;-0,313401053;#DIV/0!;1,06E-14;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;-8,907711757;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0500092;0,021007729;0,42007728;0,079814683;6;0,5;0: Broadleaf;2;TRUE;1745051464;-0,884621;-1,37155;22,1691;22,1667;-1,22877;21,8581;400,023;100,568;0,100188;24,9897;24,8275;999,9;0;0;10023,8;0;0,221054;0,486926;-0,904677;-1,40264;0,00239944;-1,37155;22,1667;2,22951;2,22927;19,1759;19,1742;0,0500092;0;0;0;-6,44;0,0500092;9,13;0,82;35;40,187;37,437;40,5;37,437;0;0;0;121,3;0;3,014230769;5,698119478;7,294359331;-3,451538462;15;1745051098;10:24:57;1745046648;1745051098;8;-0,021;-0,034;0,108;0,284;400;22;0,45;0,19;-0,315877503;0,105245808;0,024900288;1;-1,17E-05;-0,000105408;7,77E-05;1;2;2;02/Feb;3,0188;2,77507;-0,000360539;-0,000399509;0,114123;0,11385;25879,5;30202,7;22667,6;27736,7;29094;35079,2;36332,6;44021,4;1,7333;2,24432;0,0821874;0;23,4772;999,9;61,3;27,8;22,8615;62,1714;11,3381;1;-0,216336;-0,279289;20,2976;5,19692;11,9501;4,94715;3,3;9999;9999;9999;219,9;1,8602;1,86081;1,86164;1,8573;1,85697;1,85798;1,85878;1,85831;0;0;0;0;0;iiiiiiii;off;off;off;off;0;100;100;0,344;0,311;0,343414714;-0,00059582;-6,37E-08;1,99E-10;-0,087494739;-0,006828905;0,00150993;-1,66E-05;17;1831;1;21;80,3;6,1;0,0292969;4,99634;1,54663;2,24487;1,49658;2,40112;34,1905;24,1926;18;339,592;695,983;24,2004;24,6099;30,0001;24,5896;24,5842;0;9,09808;100;24,2055;0;22,1592;100,275;100,778
