SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1740485541,2532.5,20250225 13:12:20,13:12:20,none,Arabidopsis,,,3.27,1740485541,-9.45289E-06,-0.009452886,-0.045391507,-1.22748,-77.70902516,-7.86780274,-0.124278621,-0.00094165,3.039594334,-0.000941812,-0.000588618,0.003989968,19.27851003,19.051,2.212208359,54.07675192,1.213191726,2.243462639,0.999016634,0.416872272,36.88727426,2.419080437,39.72721693,-0.058226293,-0.012953099,-0.045391507,-1.263317784,-1.240087273,-3.714E-05,66.14935225,-0.009452886,11.98689802,11.98223986,-1.54745E-06,77.18284797,43,11,1,0,55202.7272,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.045391507,#DIV/0!,-2.161517604,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740485541,-1.22748,-1.25659,11.9825,11.9889,-0.711159,11.9875,399.934,101.147,0.0999623,19.2761,19.051,999.9,0,0,10058.1,0,0.0122315,0.0291046,-1.24237,-1.27183,-0.00638199,-1.25659,11.9889,1.212,1.21264,9.74972,9.75766,0.0499998,0,0,0,3.27,0.0499998,50.99,0.63,33.375,38.125,35.5,37.562,35.875,0,0,0,2531.5,0,3.292307692,-11.87145255,9.315213416,47.93038462,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.087954597,0.179918356,0.04772705,1,-0.001198021,0.000590027,0.000165362,1,2,2,2/2,2.99541,2.81107,-0.000207472,-0.000369189,0.0678809,0.0689994,27241.7,28447.6,30983.9,31536,45290.9,42640.9,44885.9,42111.7,1.79792,2.25958,-0.0372455,0,19.6678,999.9,34.6,30.2,14.7424,62.1025,8.13301,1,-0.125907,3.13387,20.2158,5.22238,11.9081,4.9725,3.273,7748,9999,9999,999.9,1.87962,1.87983,1.88187,1.87496,1.8783,1.87774,1.87484,1.88246,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,-0.516,-0.005,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,25,25.2,0.0305176,4.99634,1.44531,2.16187,1.54907,2.38647,35.1516,24.1138,18,326.608,746.583,16.5799,25.411,30.0002,25.5598,25.5519,0,25.5446,26.0409,16.58,0,11.9738,101.431,100.681
23,1740485661,2653,20250225 13:14:21,13:14:21,none,Arabidopsis,,,4.52,1740485661,-6.08147E-06,-0.006081466,0.11277476,50.6875,344.7622432,34.90576443,5.131901678,-0.000606984,3.03773431,-0.000607052,-0.000379401,0.003989968,19.24455956,19.0375,2.210346129,54.18913093,1.213209399,2.238842695,0.99713673,0.26819266,33.65480325,2.207916885,36.13490276,-0.403625065,-0.005464167,0.11277476,51.15897921,51.31286,-0.030652782,66.14935225,-0.006081466,11.98599645,11.98300769,-2.02533E-06,77.18284797,44,11,1,0,55149.54625,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,0.11277476,#DIV/0!,5.370269636,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740485661,50.6875,50.4855,11.9828,11.9855,51.0771,11.9878,399.903,101.146,0.0999024,19.243,19.0375,999.9,0,0,10046.9,0,0.0122315,0.202072,51.3023,51.0979,-0.00272274,50.4855,11.9855,1.21201,1.21229,9.74994,9.75333,0.0499998,0,0,0,4.52,0.0499998,45.05,0.51,33.75,39.875,36.625,39.812,36.625,0,0,0,2652.1,0,3.5344,22.04384614,-10.52461539,46.0732,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.0293787,0.088384577,0.071411093,1,-0.000866157,0.001640823,0.000264162,1,2,2,2/2,2.99538,2.81091,0.014854,0.0147914,0.0678838,0.0689865,26832.6,28017.7,30985.3,31537.4,45292.4,42643.2,44887.5,42113.4,1.79718,2.26015,-0.0396259,0,19.6937,999.9,34.5,30.3,14.785,62.1226,8.05689,1,-0.12716,3.15678,20.2169,5.22283,11.9081,4.9724,3.273,7750.9,9999,9999,999.9,1.87958,1.87978,1.88187,1.87488,1.87823,1.87762,1.8748,1.88238,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,-0.39,-0.005,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,27,27.2,0.2771,2.64893,1.44531,2.16187,1.54907,2.35962,35.1978,24.1225,18,326.203,746.87,16.5807,25.4003,30.0001,25.5433,25.534,5.56307,25.5446,26.0409,16.58,50,11.9738,101.434,100.685
24,1740485782,2773.5,20250225 13:16:21,13:16:21,none,Arabidopsis,,,-6.78,1740485782,-1.00542E-05,-0.010054226,-0.177094422,100.207,-181.931066,-18.41944249,10.14536502,-0.001001812,3.038837656,-0.001001996,-0.000626231,0.003989968,19.2660625,19.0438,2.211214999,54.08784816,1.212488918,2.241703005,0.998726081,0.44339135,35.99341051,2.360808276,38.80160011,-0.1491233,-0.00870398,-0.177094422,101.346693,101.4376788,-0.000197987,66.14935225,-0.010054226,11.98079564,11.97583007,-1.85896E-07,77.18284797,43,11,1,0,55180.86543,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.177094422,#DIV/0!,-8.433135196,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740485782,100.207,100.132,11.9759,11.9802,100.486,11.9809,399.988,101.144,0.100075,19.2635,19.0438,999.9,0,0,10053.8,0,0.0122315,0.0754852,101.422,101.346,-0.00430393,100.132,11.9802,1.21129,1.21173,9.74109,9.74644,0.0499998,0,0,0,-6.78,0.0499998,57.39,1.7,34.25,40.937,37.312,41.375,37.25,0,0,0,2772.7,0,2.856923077,-15.15282075,18.74803441,47.15846154,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.21031451,0.08407648,0.031867687,1,-0.001027697,9.3664E-05,0.000174061,1,2,2,2/2,2.99547,2.81115,0.0287902,0.028903,0.0678555,0.0689646,26453.8,27617.4,30986.1,31538.5,45295.1,42646.1,44888.6,42115.1,1.79807,2.26043,-0.0379309,0,19.672,999.9,34.5,30.3,14.7842,61.9426,7.92869,1,-0.128552,3.11644,20.2177,5.22208,11.9081,4.97285,3.273,7754.1,9999,9999,999.9,1.87958,1.87974,1.88187,1.87487,1.87824,1.87773,1.87476,1.88241,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,-0.279,-0.005,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,29,29.2,0.375977,2.64771,1.44531,2.16187,1.54907,2.35107,35.1978,24.1225,18,326.519,746.942,16.5796,25.3853,30,25.5298,25.521,7.52673,25.5446,26.0409,16.58,100,11.9738,101.437,100.689
25,1740485902,2894,20250225 13:18:22,13:18:22,none,Arabidopsis,,,4.71,1740485902,-1.03364E-05,-0.010336414,-0.622314375,200.293,-765.2300072,-77.47241195,20.277801,-0.001026255,3.041140595,-0.001026447,-0.000641512,0.003989968,19.30033186,19.0627,2.213823404,53.93177288,1.211567554,2.246481971,1.00225585,0.45583584,38.52918336,2.525904518,41.51491368,-0.544178516,-0.009312177,-0.622314375,202.4635942,202.7176545,0.008845102,66.14935225,-0.010336414,11.97250856,11.9673958,8.48759E-07,77.18284797,44,11,1,0,55247.92293,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.622314375,#DIV/0!,-29.63425491,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740485902,200.293,200.02,11.9672,11.9718,200.379,11.9723,400.032,101.141,0.0996874,19.2977,19.0627,999.9,0,0,10068.1,0,0.0122315,0.273331,202.719,202.444,-0.0045557,200.02,11.9718,1.21038,1.21084,9.7298,9.73547,0.0499998,0,0,0,4.71,0.0499998,45.13,0.83,34.187,39.687,36.625,39.562,36.75,0,0,0,2893.3,0,1.3664,14.01846183,-1.937692087,48.892,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.456425683,-0.299970564,0.111717928,1,-0.001156608,0.000136303,0.000183754,1,2,2,2/2,2.99552,2.81088,0.0545583,0.0548548,0.0678188,0.0689284,25750.8,26878.8,30984.5,31537.5,45295,42646.3,44886.6,42113.6,1.79815,2.26057,-0.0342317,0,19.6296,999.9,34.4,30.3,14.7428,61.7226,7.88461,1,-0.129139,3.0975,20.2159,5.22043,11.9081,4.9723,3.27255,7757,9999,9999,999.9,1.87958,1.87975,1.88187,1.87485,1.87824,1.87773,1.87477,1.88239,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,-0.086,-0.0051,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,31,31.2,0.592041,2.63916,1.44531,2.16187,1.54907,2.32422,35.1978,24.1138,18,326.474,746.872,16.58,25.364,30,25.5148,25.5061,11.8494,25.5446,26.0409,16.58,200,11.9738,101.432,100.685
26,1740486023,3014.5,20250225 13:20:22,13:20:22,none,Arabidopsis,,,-2.19,1740486023,-1.80069E-05,-0.018006931,-0.536792087,300.274,-180.6745899,-18.29095161,30.39883588,-0.001788858,3.035114717,-0.001789444,-0.00111835,0.003989968,19.28047655,19.0631,2.213878638,54.04141334,1.212383819,2.243434699,1.001494819,0.794105672,34.82027346,2.287035808,37.90540491,-0.563820926,-0.021057429,-0.536792087,303.6341527,303.9068909,-0.000167893,66.14935225,-0.018006931,11.98461416,11.97571818,3.21909E-07,77.18284797,43,11,1,0,55059.55026,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.536792087,#DIV/0!,-25.56173245,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740486023,300.274,299.989,11.9757,11.9861,300.203,11.9808,400.101,101.137,0.0999898,19.2759,19.0631,999.9,0,0,10031.9,0,0.0122315,0.284485,303.913,303.629,-0.0103598,299.989,11.9861,1.21119,1.21223,9.73976,9.75264,0.0499998,0,0,0,-2.19,0.0499998,44.16,0.76,33.5,38.875,36.125,38.437,36.25,0,0,0,3013.9,0,2.017692308,1.260854717,-11.33196586,46.58615385,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.502792487,0.088742029,0.050233978,1,-0.00264307,-4.43577E-05,0.000858365,1,2,2,2/2,2.9956,2.81087,0.0769143,0.0773818,0.0678534,0.0689887,25141.2,26237.3,30983.4,31536.1,45291.7,42642.4,44884.9,42112.3,1.7989,2.26055,-0.0361577,0,19.6618,999.9,34.4,30.3,14.7421,62.2326,7.68029,1,-0.128425,3.11076,20.2179,5.22268,11.9081,4.97245,3.273,7760.2,9999,9999,999.9,1.87958,1.87979,1.88187,1.8749,1.87826,1.87769,1.87481,1.88244,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,0.071,-0.0051,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,33,33.2,0.803223,2.61841,1.44531,2.16064,1.54907,2.41455,35.1747,24.1225,18,326.773,746.819,16.5797,25.3604,30.0002,25.5106,25.5039,16.0874,25.5446,26.4123,16.58,300,11.9738,101.428,100.682
27,1740486143,3135,20250225 13:22:23,13:22:23,none,Arabidopsis,,,-1.56,1740486143,-1.08387E-05,-0.010838717,-0.590253207,400.275,-474.4958151,-48.03030982,40.51739057,-0.001078685,3.036550639,-0.001078898,-0.000674292,0.003989968,19.26286262,19.0421,2.210980513,54.04470412,1.211265253,2.241228391,0.99971526,0.477987406,35.68802093,2.342479413,38.51247772,-0.433405436,-0.011538701,-0.590253207,404.8409814,405.1349394,0.000687387,66.14935225,-0.010838717,11.97171723,11.96635874,5.33139E-07,77.18284797,43,11,1,0,55108.03673,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.590253207,#DIV/0!,-28.10752043,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740486143,400.275,400.056,11.9662,11.9719,400.08,11.9713,400.022,101.124,0.099885,19.2601,19.0421,999.9,0,0,10041.9,0,0.0122315,0.219757,405.123,404.903,-0.00566959,400.056,11.9719,1.21007,1.21064,9.72601,9.73307,0.0499998,0,0,0,-1.56,0.0499998,55.08,1.6,34,40.375,36.937,40.625,37,0,0,0,3133.9,0,3.108461538,-0.68170907,1.089572719,47.34423077,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.415989152,-0.334047369,0.074814781,1,-0.001092703,0.000634318,0.00012645,1,2,2,2/2,2.99551,2.81085,0.096483,0.0970946,0.0677995,0.068914,24607,25674.9,30981.6,31533.6,45291.8,42642.4,44882.3,42108.9,1.7984,2.2601,-0.0349805,0,19.6214,999.9,34.4,30.3,14.7434,62.1326,8.04487,1,-0.125866,3.08832,20.2185,5.22208,11.9081,4.97225,3.273,7763.1,9999,9999,999.9,1.87958,1.87975,1.88187,1.8749,1.87832,1.87771,1.87476,1.88246,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,0.195,-0.0051,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,35,35.2,1.00586,2.60498,1.44531,2.16064,1.54907,2.37915,35.1516,24.1225,18,326.671,746.638,16.5797,25.3896,30.0001,25.5318,25.521,20.1543,25.5446,26.4123,16.58,400,11.9738,101.423,100.674
28,1740486264,3255.5,20250225 13:24:23,13:24:23,none,Arabidopsis,,,-0.79,1740486264,-1.94721E-05,-0.019472079,-0.570646814,500.275,26.29954082,2.662089078,50.63877817,-0.001943049,3.037654528,-0.001943739,-0.001214775,0.003989968,19.29604313,19.047,2.211656444,54.09762957,1.2147942,2.24555902,0.996862244,0.858718669,39.97528815,2.623415811,43.46141259,-0.586864881,-0.018835019,-0.570646814,506.0717246,506.3582788,0.000305251,66.14935225,-0.019472079,12.01084996,12.00123776,-2.94501E-07,77.18284797,43,11,1,0,55137.37414,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.570646814,#DIV/0!,-27.17387519,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740486264,500.275,499.977,12.0013,12.0106,499.985,12.0063,400.193,101.122,0.0998843,19.2911,19.047,999.9,0,0,10048.8,0,0.0122315,0.298706,506.352,506.055,-0.0093174,499.977,12.0106,1.2136,1.21454,9.76943,9.78101,0.0499998,0,0,0,-0.79,0.0499998,48.27,0.85,34.562,41.25,37.625,41.937,37.562,0,0,0,3254.5,0,1.5716,3.386922879,-0.892307577,48.8636,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.452368626,-0.197730394,0.072440462,1,-0.001942572,0.00152876,0.000288187,1,2,2,2/2,2.9957,2.81091,0.113951,0.114653,0.06795,0.0690828,24131.2,25175.7,30981,31533.3,45283.9,42634.9,44881.6,42109,1.7993,2.2602,-0.0344813,0,19.618,999.9,34.4,30.3,14.7457,62.1026,7.76442,1,-0.125841,3.08709,20.2182,5.22253,11.9081,4.9726,3.273,7766.3,9999,9999,999.9,1.87958,1.87977,1.88187,1.87488,1.87829,1.87767,1.87479,1.88242,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,0.29,-0.005,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,37,37.2,1.20239,2.59155,1.44531,2.16064,1.54907,2.46948,35.1516,24.1313,18,327.066,746.792,16.5799,25.3906,30.0001,25.5341,25.5252,24.0776,25.5446,26.7827,16.58,500,11.9706,101.421,100.673
29,1740486384,3376,20250225 13:26:24,13:26:24,none,Arabidopsis,,,0.35,1740486384,-9.86094E-06,-0.009860939,-0.752009512,600.399,-633.7987952,-64.15317616,60.77244562,-0.000974534,3.035446737,-0.000974708,-0.000609177,0.003989968,19.30401626,19.1163,2.221235466,54.05354958,1.214590566,2.247013518,1.0066449,0.434867392,30.30742523,1.991214267,32.73749686,-0.824790179,-0.012146957,-0.752009512,607.3103609,607.6889333,0.000285489,66.14935225,-0.009860939,12.00424282,11.99937133,8.42189E-08,77.18284797,43,11,1,0,55064.92967,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.752009512,#DIV/0!,-35.81026325,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740486384,600.399,599.983,11.9995,12.0055,600.039,12.0044,400.04,101.12,0.100098,19.3015,19.1163,999.9,0,0,10035.6,0,0.0122315,0.41571,607.691,607.274,-0.00604725,599.983,12.0055,1.21338,1.214,9.76679,9.7743,0.0499998,0,0,0,0.35,0.0499998,51.6,0.96,33.437,38.062,35.562,37.5,35.875,0,0,0,3375.1,0,1.853076923,-19.91794892,19.06290604,47.20884615,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.703099791,0.057755485,0.094063504,1,-0.001292947,-0.000526768,0.000128664,1,2,2,2/2,2.99554,2.81101,0.129815,0.13059,0.0679393,0.0690573,23699.7,24723.1,30981.2,31533.4,45284.7,42636.1,44881.9,42109,1.7984,2.26055,-0.0321269,0,19.6483,999.9,34.3,30.3,14.7022,62.2427,7.92067,1,-0.125371,3.09943,20.2163,5.22298,11.9081,4.97205,3.273,7769.2,9999,9999,999.9,1.87958,1.87974,1.88186,1.87485,1.87821,1.87762,1.87473,1.88234,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,0.36,-0.0049,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,39,39.2,1.39282,2.57935,1.44531,2.16064,1.54907,2.45605,35.1286,24.1225,18,326.707,747.211,16.5799,25.3918,30.0002,25.5393,25.5316,27.8721,25.5446,26.7827,16.58,600,11.9671,101.421,100.673
30,1740486505,3496.5,20250225 13:28:24,13:28:24,none,Arabidopsis,,,0.44,1740486505,-2.00046E-05,-0.020004589,-0.924775922,500.435,-240.5189643,-24.34390834,50.65107363,-0.002001927,3.035974992,-0.002002661,-0.001251597,0.003989968,19.25528045,19.0348,2.209973848,54.29196631,1.216056939,2.239846927,0.993916909,0.882202393,35.2556992,2.314337185,38.45622875,-0.783613228,-0.021056945,-0.924775922,506.091833,506.542903,0.00245116,66.14935225,-0.020004589,12.02434952,12.01446853,9.31736E-08,77.18284797,43,11,1,0,55091.3092,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.924775922,#DIV/0!,-44.03730099,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740486505,500.435,500.038,12.0147,12.0251,500.145,12.0196,400.076,101.114,0.100091,19.2502,19.0348,999.9,0,0,10039.4,0,0.0122315,0.397552,506.521,506.124,-0.0104485,500.038,12.0251,1.21485,1.21591,9.78484,9.7978,0.0499998,0,0,0,0.44,0.0499998,49.35,1.49,33.812,39.875,36.625,39.875,36.75,0,0,0,3495.7,0,2.0308,-12.90307735,4.834615627,47.3536,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.853685459,-0.332236586,0.144971771,1,-0.001850423,-0.001331031,0.000216975,1,2,2,2/2,2.99558,2.81104,0.113958,0.114644,0.0679952,0.069134,24128.2,25172.6,30977.7,31529.3,45276.8,42627.2,44876.9,42103.7,1.79827,2.25925,-0.0354201,0,19.6214,999.9,34.4,30.3,14.7471,62.0327,8.02484,1,-0.121227,3.07862,20.2186,5.22298,11.9081,4.97245,3.273,7772.4,9999,9999,999.9,1.87958,1.87974,1.88187,1.87486,1.87823,1.87769,1.87477,1.8824,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,0.29,-0.0049,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,41,41.3,1.20239,2.5769,1.44531,2.16064,1.54907,2.34985,35.1055,24.1225,18,326.821,746.413,16.5797,25.4324,30,25.5722,25.5615,24.0678,25.8171,27.1532,16.58,500,11.9838,101.41,100.661
31,1740486625,3617,20250225 13:30:25,13:30:25,none,Arabidopsis,,,-1.15,1740486625,-1.37897E-05,-0.013789712,-0.933234488,400.471,-676.8521772,-68.50470025,40.53196065,-0.001382876,3.042916336,-0.001383225,-0.000864484,0.003989968,19.25910168,19.0216,2.208154599,54.28139144,1.216229052,2.24060036,0.991925547,0.608126317,38.38763109,2.51408183,41.51382921,-0.946363125,-0.01335651,-0.933234488,404.8738595,405.345903,5.7441E-05,66.14935225,-0.013789712,12.02365016,12.01683566,5.32958E-08,77.18284797,43,11,1,0,55311.97373,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020999832,-0.933234488,#DIV/0!,-44.44009306,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,205,290,1.42,245,10126.2,1.21,0.21,300,23.9,3.425775101,2.028220428,-2.247386861,1.779338412,0.053903383,-0.008365275,290,1.85,615,10122.7,1.21,0.64,,,,,,,,,,,,,,0.0499998,0.020999832,0.41999832,0.079799681,2,0.5,0: Broadleaf,2,TRUE,1740486625,400.471,399.995,12.0168,12.0234,400.276,12.0217,399.879,101.111,0.099726,19.2556,19.0216,999.9,0,0,10081.9,0,0.0122315,0.475739,405.342,404.863,-0.00664616,399.995,12.0234,1.21502,1.2157,9.78693,9.79517,0.0499998,0,0,0,-1.15,0.0499998,48.31,1.56,34.375,40.937,37.375,41.562,37.375,0,0,0,3616.3,0,2.118461538,-16.37811957,-9.604786209,47.38076923,15,1740484042,12:47:21,1740484042,1740484029,10,-0.115,0.001,-0.275,-0.005,103,12,0.21,0.12,-0.999261636,0.396973573,0.097370924,1,-0.001893242,0.000744574,0.000199975,1,2,2,2/2,2.99536,2.81104,0.096496,0.0970603,0.0680006,0.069123,24603.4,25672.1,30977.7,31529.4,45276.7,42627.4,44877.1,42103.6,1.79807,2.25942,-0.034377,0,19.5909,999.9,34.4,30.3,14.7459,61.9027,7.81651,1,-0.121715,3.06648,20.2186,5.22238,11.9081,4.97215,3.273,7775.3,9999,9999,999.9,1.87958,1.87973,1.88187,1.87486,1.87823,1.87765,1.87472,1.88238,0,0,0,0,00000000,iiiiiiii,off,off,off,off,0,100,100,0.195,-0.0049,-0.514502286,0.002558256,-2.21319E-06,6.31374E-10,-0.094608299,0.013029575,-0.000675773,1.77017E-05,15,2137,3,20,43.1,43.3,1.00586,2.5708,1.44531,2.16064,1.54907,2.46948,35.1055,24.1225,18,326.783,746.697,16.5799,25.4388,30.0001,25.5813,25.57,20.1441,25.8171,27.1532,16.58,400,11.9838,101.41,100.661
